"CDUID","year","cropPerc","semiNatPerc"
4601,"2011",0.0515536496882417,0.948446350311758
4602,"2011",0.57024092817244,0.42975907182756
4603,"2011",0.912394352346467,0.0876056476535329
4604,"2011",0.74561627616411,0.25438372383589
4605,"2011",0.726706879227455,0.273293120772545
4606,"2011",0.727055878676638,0.272944121323362
4607,"2011",0.5670641347917,0.4329358652083
4608,"2011",0.538377526872747,0.461622473127254
4609,"2011",0.730397575655941,0.269602424344059
4610,"2011",0.953385502087112,0.0466144979128876
4611,"2011",0.588668399194046,0.411331600805954
4612,"2011",0.566250928057477,0.433749071942523
4613,"2011",0.552046697609323,0.447953302390677
4614,"2011",0.546321402397908,0.453678597602092
4615,"2011",0.627282656943301,0.372717343056699
4616,"2011",0.50146413877459,0.49853586122541
4617,"2011",0.236492043316786,0.763507956683214
4618,"2011",0.123953515475045,0.876046484524955
4619,"2011",0.0045098235139332,0.995490176486067
4620,"2011",0.210492056260191,0.789507943739809
4701,"2011",0.575385005033851,0.424614994966149
4702,"2011",0.506601822826086,0.493398177173914
4703,"2011",0.48103036665272,0.51896963334728
4704,"2011",0.233946792524774,0.766053207475227
4705,"2011",0.574865425102929,0.425134574897071
4706,"2011",0.68700449977908,0.31299550022092
4707,"2011",0.525476329906777,0.474523670093223
4708,"2011",0.468193949083875,0.531806050916125
4709,"2011",0.377798004868329,0.622201995131671
4710,"2011",0.553747959219284,0.446252040780716
4711,"2011",0.59270133966994,0.40729866033006
4712,"2011",0.572227479577105,0.427772520422895
4713,"2011",0.613687274578139,0.386312725421861
4714,"2011",0.186621779513167,0.813378220486833
4715,"2011",0.517311062011858,0.482688937988142
4716,"2011",0.315790988552093,0.684209011447907
4717,"2011",0.229482713175661,0.770517286824339
4801,"2011",0.224415388818643,0.775584611181357
4802,"2011",0.476444955947705,0.523555044052295
4803,"2011",0.332316275750105,0.667683724249895
4804,"2011",0.156911531278991,0.843088468721009
4805,"2011",0.679652185117168,0.320347814882832
4806,"2011",0.497889463763984,0.502110536236016
4807,"2011",0.439099097939456,0.560900902060544
4808,"2011",0.486287978881065,0.513712021118935
4809,"2011",0.029744594863139,0.970255405136861
4810,"2011",0.560647468406312,0.439352531593688
4811,"2011",0.31667885198487,0.68332114801513
4812,"2011",0.0721661179979444,0.927833882002056
4813,"2011",0.178534377742095,0.821465622257905
4814,"2011",0.00958389416970116,0.990416105830299
4817,"2011",0.0381737287685492,0.961826271231451
4818,"2011",0.0242638135845785,0.975736186415422
4819,"2011",0.375217467514964,0.624782532485036
5901,"2011",0.00265396204570376,0.997346037954296
5953,"2011",NA,1
5955,"2011",0.0491401281347796,0.95085987186522
1101,"2016",0.12227924243968,0.87772075756032
1102,"2016",0.215052959611357,0.784947040388643
1103,"2016",0.250202513884266,0.749797486115734
1203,"2016",0.000230791556180503,0.99976920844382
1204,"2016",0.000831588422852531,0.999168411577147
1205,"2016",0.00620659851171984,0.99379340148828
1206,"2016",0.00426176981349002,0.99573823018651
1207,"2016",0.0742001999446355,0.925799800055365
1208,"2016",0.00586017914933601,0.994139820850664
1210,"2016",0.00883484750165424,0.991165152498346
1211,"2016",0.00846133960538189,0.991538660394618
1212,"2016",0.00525040721414805,0.994749592785852
1214,"2016",0.00556624151252981,0.99443375848747
1215,"2016",0.000377816785334258,0.999622183214666
1218,"2016",0.000489139736230422,0.99951086026377
1301,"2016",0.000354615907857282,0.999645384092143
1302,"2016",0.00408844893694352,0.995911551063057
1303,"2016",0.00190996162364831,0.998090038376352
1304,"2016",0.000579907021373231,0.999420092978627
1305,"2016",0.00419875321346145,0.995801246786539
1306,"2016",0.00281131892054714,0.997188681079453
1307,"2016",0.00626691523172754,0.993733084768272
1308,"2016",0.00368984354880931,0.996310156451191
1310,"2016",0.00208202913580486,0.997917970864195
1311,"2016",0.0862530924610167,0.913746907538983
1312,"2016",0.0238575286434471,0.976142471356553
1313,"2016",0.0177956188518931,0.982204381148107
1315,"2016",0.0100181350055196,0.98998186499448
2404,"2016",0.000362107767373472,0.999637892232626
2405,"2016",0.0048141502607038,0.995185849739296
2406,"2016",0.00321130241045774,0.996788697589542
2407,"2016",0.0140538663076476,0.985946133692352
2408,"2016",0.00973756093103014,0.99026243906897
2409,"2016",0.029242863389772,0.970757136610228
2410,"2016",0.0173122524847138,0.982687747515286
2411,"2016",0.050028969741901,0.949971030258099
2412,"2016",0.0657183597498751,0.934281640250125
2413,"2016",0.0145286491676371,0.985471350832363
2414,"2016",0.0475568943145108,0.952443105685489
2415,"2016",0.0021896816553145,0.997810318344685
2416,"2016",0.00346029479607877,0.996539705203921
2417,"2016",0.0277171443487007,0.972282855651299
2418,"2016",0.0463454533924332,0.953654546607567
2419,"2016",0.143050430279968,0.856949569720032
2420,"2016",0.286007429628688,0.713992570371312
2422,"2016",0.00537702525411093,0.994622974745889
2423,"2016",0.0636136785354966,0.936386321464503
2425,"2016",0.149286437293946,0.850713562706054
2426,"2016",0.204509664190158,0.795490335809842
2427,"2016",0.0293761300383107,0.970623869961689
2428,"2016",0.00742281740249704,0.992577182597503
2429,"2016",0.0180459559506029,0.981954044049397
2430,"2016",0.00743493997026238,0.992565060029738
2431,"2016",0.0132900316010469,0.986709968398953
2432,"2016",0.116032423952187,0.883967576047814
2433,"2016",0.17443898433505,0.82556101566495
2434,"2016",0.0522345419332305,0.94776545806677
2435,"2016",0.0209179806382361,0.979082019361764
2436,"2016",0.0234974621500326,0.976502537849967
2437,"2016",0.236046091245458,0.763953908754542
2438,"2016",0.265187464336953,0.734812535663047
2439,"2016",0.20552722087374,0.79447277912626
2440,"2016",0.0711958487755674,0.928804151224433
2441,"2016",0.0225944323650992,0.977405567634901
2442,"2016",0.0505568884065776,0.949443111593422
2443,"2016",0.0587403637597275,0.941259636240273
2444,"2016",0.121878972168837,0.878121027831163
2445,"2016",0.0196266874222267,0.980373312577773
2446,"2016",0.183495622285943,0.816504377714057
2447,"2016",0.138570902710214,0.861429097289786
2448,"2016",0.330408706667636,0.669591293332364
2449,"2016",0.367189194342318,0.632810805657682
2450,"2016",0.51011711661039,0.48988288338961
2451,"2016",0.148465685884672,0.851534314115328
2452,"2016",0.252028974644419,0.747971025355581
2453,"2016",0.612858356122385,0.387141643877615
2454,"2016",0.737843325715016,0.262156674284984
2455,"2016",0.665385030356163,0.334614969643837
2456,"2016",0.744552831799516,0.255447168200484
2457,"2016",0.690569869379521,0.309430130620479
2458,"2016",0.392077392943203,0.607922607056797
2459,"2016",0.606823702902587,0.393176297097413
2460,"2016",0.546086182766159,0.453913817233841
2461,"2016",0.450488349473505,0.549511650526495
2463,"2016",0.391173756640765,0.608826243359235
2464,"2016",0.328169450359006,0.671830549640994
2465,"2016",0.299521294108635,0.700478705891365
2466,"2016",0.0417080147866083,0.958291985213392
2467,"2016",0.681893720019915,0.318106279980085
2468,"2016",0.566853345402151,0.433146654597849
2469,"2016",0.351071968605921,0.648928031394079
2470,"2016",0.69571403354947,0.30428596645053
2471,"2016",0.532639364531409,0.467360635468591
2472,"2016",0.287737583489117,0.712262416510883
2473,"2016",0.328173712624613,0.671826287375387
2474,"2016",0.411267321891846,0.588732678108154
2475,"2016",0.0296973321865301,0.97030266781347
2476,"2016",0.0595421737504173,0.940457826249583
2477,"2016",0.000155014271286266,0.999844985728714
2478,"2016",0.00261128920130465,0.997388710798695
2479,"2016",0.00342423504627959,0.99657576495372
2480,"2016",0.0161287463618626,0.983871253638137
2481,"2016",0.0926685021194914,0.907331497880509
2482,"2016",0.020621345417925,0.979378654582075
2483,"2016",0.00123312002581053,0.998766879974189
2486,"2016",0.000876269680171611,0.999123730319828
2487,"2016",0.0198958186020683,0.980104181397932
2488,"2016",0.00535617365763076,0.994643826342369
2493,"2016",0.0790058657113624,0.920994134288638
3501,"2016",0.398017246502136,0.601982753497864
3502,"2016",0.420869742918627,0.579130257081373
3506,"2016",0.268073200893694,0.731926799106306
3507,"2016",0.0964994516951382,0.903500548304862
3509,"2016",0.0453752935254823,0.954624706474518
3510,"2016",0.0219039196102107,0.978096080389789
3511,"2016",0.0466304286696388,0.953369571330361
3512,"2016",0.0409248999372976,0.959075100062702
3513,"2016",0.19598888764734,0.80401111235266
3514,"2016",0.232357607390462,0.767642392609538
3515,"2016",0.0563615237156664,0.943638476284334
3516,"2016",0.123912708531729,0.876087291468271
3518,"2016",0.287145742778997,0.712854257221003
3519,"2016",0.266816734807876,0.733183265192124
3520,"2016",0.0719874893556784,0.928012510644322
3521,"2016",0.306460496137653,0.693539503862347
3522,"2016",0.330627168787223,0.669372831212777
3523,"2016",0.495502423578537,0.504497576421463
3524,"2016",0.286859535595272,0.713140464404728
3525,"2016",0.412199304494947,0.587800695505053
3526,"2016",0.436353675220336,0.563646324779663
3528,"2016",0.570767124988713,0.429232875011288
3529,"2016",0.537007301057222,0.462992698942778
3530,"2016",0.526493282187574,0.473506717812426
3531,"2016",0.728949202251917,0.271050797748083
3532,"2016",0.671066644046196,0.328933355953804
3534,"2016",0.691672986217324,0.308327013782676
3536,"2016",0.916552744927232,0.0834472550727684
3537,"2016",0.916270377422544,0.0837296225774559
3538,"2016",0.766611022854512,0.233388977145488
3539,"2016",0.714126250814452,0.285873749185548
3540,"2016",0.69193471974685,0.308065280253151
3541,"2016",0.34199241065111,0.658007589348889
3542,"2016",0.201839289531279,0.798160710468721
3543,"2016",0.257766295965105,0.742233704034895
3544,"2016",0.000337053395754421,0.999662946604246
3546,"2016",0.000105252354463295,0.999894747645537
3547,"2016",0.0322104584160677,0.967789541583932
3548,"2016",0.00185025326448202,0.998149746735518
3549,"2016",0.000194171651088447,0.999805828348912
3551,"2016",0.00060657042000519,0.999393429579995
3553,"2016",0.00284185164785468,0.997158148352145
3554,"2016",0.0226994759100407,0.977300524089959
4601,"2016",0.0510266860390307,0.948973313960969
4602,"2016",0.539793724482053,0.460206275517947
4603,"2016",0.911344812270243,0.088655187729757
4604,"2016",0.755806534907032,0.244193465092968
4605,"2016",0.698159612077131,0.301840387922869
4606,"2016",0.553869591565077,0.446130408434923
4607,"2016",0.571211152288381,0.428788847711619
4608,"2016",0.534791237295689,0.465208762704311
4609,"2016",0.713792536493771,0.286207463506229
4610,"2016",0.947118440982463,0.0528815590175373
4611,"2016",0.617633859068978,0.382366140931022
4612,"2016",0.565492109058898,0.434507890941102
4613,"2016",0.562692311248806,0.437307688751194
4614,"2016",0.518010288690838,0.481989711309162
4615,"2016",0.562869421436451,0.437130578563549
4616,"2016",0.496957074491374,0.503042925508626
4617,"2016",0.233340199066025,0.766659800933975
4618,"2016",0.11682038470021,0.88317961529979
4619,"2016",0.00363875400427647,0.996361245995724
4620,"2016",0.212273779519232,0.787726220480768
4701,"2016",0.607688792484047,0.392311207515953
4702,"2016",0.579516958731578,0.420483041268422
4703,"2016",0.543820587471297,0.456179412528703
4704,"2016",0.285826477594027,0.714173522405973
4705,"2016",0.641458993072992,0.358541006927008
4706,"2016",0.71884926134275,0.28115073865725
4707,"2016",0.55304677265817,0.44695322734183
4708,"2016",0.569918365675072,0.430081634324928
4709,"2016",0.540269811271546,0.459730188728454
4710,"2016",0.692158935041285,0.307841064958715
4711,"2016",0.659007821694501,0.340992178305499
4712,"2016",0.609769040310255,0.390230959689745
4713,"2016",0.641196345599135,0.358803654400865
4714,"2016",0.314732658159965,0.685267341840035
4715,"2016",0.603005939774694,0.396994060225306
4716,"2016",0.336894870435008,0.663105129564991
4717,"2016",0.229878504036152,0.770121495963848
4801,"2016",0.248123545796587,0.751876454203413
4802,"2016",0.489571022914856,0.510428977085144
4803,"2016",0.311127269821379,0.688872730178621
4804,"2016",0.166021314748174,0.833978685251826
4805,"2016",0.657917332359306,0.342082667640694
4806,"2016",0.511991862719668,0.488008137280332
4807,"2016",0.438739902304584,0.561260097695415
4808,"2016",0.550989595787754,0.449010404212246
4809,"2016",0.0447178221125246,0.955282177887475
4810,"2016",0.581167045754303,0.418832954245697
4811,"2016",0.333790466542023,0.666209533457977
4812,"2016",0.082449642344602,0.917550357655398
4813,"2016",0.19673639884364,0.80326360115636
4814,"2016",0.00958013458735916,0.990419865412641
4817,"2016",0.0410378239884583,0.958962176011542
4818,"2016",0.029923903894544,0.970076096105456
4819,"2016",0.390603981748882,0.609396018251118
5901,"2016",0.00205259499709812,0.997947405002902
5903,"2016",0.004938712261683,0.995061287738317
5905,"2016",0.000425449060006663,0.999574550939993
5907,"2016",0.00777300579525862,0.992226994204741
5909,"2016",0.0304744759788245,0.969525524021175
5915,"2016",0.125468492722552,0.874531507277448
5917,"2016",0.00574595252840706,0.994254047471593
5919,"2016",0.00784624065978413,0.992153759340216
5921,"2016",0.00665595022343415,0.993344049776566
5927,"2016",0.0000931572588596144,0.99990684274114
5929,"2016",0.000000734580232837572,0.999999265419767
5931,"2016",0.000285146897342567,0.999714853102657
5933,"2016",0.000628246153124855,0.999371753846875
5935,"2016",0.0186893278998689,0.981310672100131
5937,"2016",0.0300825739378059,0.969917426062194
5941,"2016",0.0029514279303024,0.997048572069698
5951,"2016",0.0105533627893826,0.989446637210617
5953,"2016",0.00754430674781544,0.992455693252185
5955,"2016",0.017537084160187,0.982462915839813
